state,zipcode,zipproviders,
TN,38363,4,
TN,38366,6,
TN,38367,4,
TN,38368,4,
TN,38369,2,
TN,38370,2,
TN,38371,2,
TN,38372,6,
TN,38374,2,
TN,38375,6,
TN,38376,2,
TN,38379,2,
TN,38380,2,
TN,38381,2,
TN,38382,5,
TN,38388,4,
TN,38390,2,
TN,38391,2,
TN,38392,2,
TN,38401,9,
TN,38425,2,
TN,38449,2,
TN,38450,2,
TN,38451,2,
TN,38452,2,
TN,38453,2,
TN,38454,2,
TN,38456,2,
TN,38459,2,
TN,38460,2,
TN,38461,2,
TN,38462,5,
TN,38463,2,
TN,38464,6,
TN,38468,2,
TN,38469,2,
TN,38471,2,
TN,38472,2,
TN,38474,5,
TN,38475,2,
TN,38476,2,
TN,38477,4,
TN,38478,5,
TN,38482,4,
TN,38483,2,
TN,38485,2,
TN,38486,2,
TN,38487,2,
TN,38488,4,
TN,38501,5,
TN,38506,2,
TN,38541,2,
TN,38543,2,
TN,38544,5,
TN,38545,2,
TN,38547,5,
TN,38548,2,
TN,38549,2,
TN,38551,2,
TN,38552,2,
TN,38553,2,
TN,38554,2,
TN,38555,5,
TN,38556,2,
TN,38558,2,
TN,38559,2,
TN,38560,2,
TN,38562,2,
TN,38563,4,
TN,38564,4,
TN,38565,2,
TN,38567,2,
TN,38568,2,
TN,38569,2,
TN,38570,4,
TN,38571,2,
TN,38572,2,
TN,38573,2,
TN,38574,5,
TN,38575,2,
TN,38577,2,
TN,38578,2,
TN,38579,2,
TN,38580,2,
TN,38581,2,
TN,38582,2,
TN,38583,5,
TN,38585,2,
TN,38587,2,
TN,38588,2,
TN,38589,2,
TX,75001,18,
TX,75002,13,
TX,75006,16,
TX,75007,13,
TX,75009,4,
TX,75010,12,
TX,75013,13,
TX,75019,12,
TX,75020,5,
TX,75021,5,
TX,75022,8,
TX,75023,13,
TX,75024,15,
TX,75025,12,
TX,75028,10,
TX,75032,11,
TX,75034,12,
TX,75035,9,
TX,75038,13,
TX,75039,12,
TX,75040,10,
TX,75041,13,
TX,75042,9,
TX,75043,14,
TX,75044,6,
TX,75048,4,
TX,75050,13,
TX,75051,12,
TX,75052,13,
TX,75056,10,
TX,75057,10,
TX,75058,4,
TX,75060,11,
TX,75061,14,
TX,75062,16,
TX,75063,16,
TX,75065,5,
TX,75067,11,
TX,75068,10,
TX,75069,12,
TX,75070,11,
TX,75071,10,
TX,75074,14,
TX,75075,15,
TX,75076,5,
TX,75077,8,
TX,75078,6,
TX,75080,15,
TX,75081,16,
TX,75082,11,
TX,75087,14,
TX,75088,7,
TX,75089,7,
TX,75090,9,
TX,75092,6,
TX,75093,16,
TX,75094,5,
TX,75098,9,
TX,75102,2,
TX,75103,4,
TX,75104,10,
TX,75105,2,
TX,75109,4,
TX,75110,5,
TX,75114,2,
TX,75115,12,
TX,75116,11,
TX,75117,4,
TX,75119,5,
TX,75124,4,
TX,75125,2,
TX,75126,6,
TX,75127,2,
TX,75134,7,
TX,75135,4,
TX,75137,9,
TX,75140,4,
TX,75141,7,
TX,75142,4,
TX,75143,5,
TX,75144,2,
TX,75146,9,
TX,75147,4,
TX,75148,4,
TX,75149,14,
TX,75150,14,
TX,75152,4,
TX,75153,2,
TX,75154,8,
TX,75155,2,
TX,75156,2,
TX,75158,2,
TX,75159,7,
TX,75160,7,
TX,75161,2,
TX,75163,4,
TX,75165,8,
TX,75166,2,
TX,75167,5,
TX,75169,4,
TX,75172,5,
TX,75173,2,
TX,75180,8,
TX,75181,8,
TX,75182,13,
TX,75189,5,
TX,75201,16,
TX,75202,16,
TX,75203,7,
TX,75204,15,
TX,75205,12,
TX,75206,14,
TX,75207,15,
TX,75208,13,
TX,75209,16,
TX,75210,8,
TX,75211,11,
TX,75212,15,
TX,75214,13,
TX,75215,11,
TX,75216,7,
TX,75217,9,
TX,75218,10,
TX,75219,17,
TX,75220,13,
TX,75223,10,
TX,75224,11,
TX,75225,16,
TX,75226,12,
TX,75227,10,
TX,75228,14,
TX,75229,14,
TX,75230,14,
TX,75231,15,
TX,75232,8,
TX,75233,6,
TX,75234,15,
TX,75235,14,
TX,75236,8,
TX,75237,9,
TX,75238,15,
TX,75240,15,
TX,75241,7,
TX,75243,15,
TX,75244,16,
TX,75246,11,
TX,75247,16,
TX,75248,15,
TX,75249,4,
TX,75251,10,
TX,75252,15,
TX,75253,7,
TX,75254,12,
TX,75261,2,
TX,75287,17,
TX,75401,6,
TX,75402,5,
TX,75407,5,
TX,75409,4,
TX,75410,4,
TX,75411,2,
TX,75412,2,
TX,75414,4,
TX,75415,2,
TX,75416,2,
TX,75417,2,
TX,75418,5,
TX,75420,2,
TX,75421,4,
TX,75422,4,
TX,75423,4,
TX,75424,2,
TX,75426,2,
TX,75428,2,
TX,75431,4,
TX,75432,2,
TX,75433,2,
TX,75435,2,
TX,75436,2,
TX,75437,2,
TX,75438,4,
TX,75439,2,
TX,75440,5,
TX,75442,4,
TX,75446,5,
TX,75447,2,
TX,75448,2,
TX,75449,2,
TX,75450,2,
TX,75451,2,
TX,75452,2,
TX,75453,2,
TX,75454,4,
TX,75455,7,
TX,75457,4,
TX,75459,4,
TX,75460,5,
TX,75462,5,
TX,75468,2,
TX,75469,2,
TX,75470,2,
TX,75471,2,
TX,75472,2,
TX,75473,2,
TX,75474,2,
TX,75476,2,
TX,75477,2,
TX,75478,2,
TX,75479,2,
TX,75480,2,
TX,75482,6,
TX,75486,4,
TX,75487,2,
TX,75488,2,
TX,75490,2,
TX,75491,4,
TX,75492,2,
TX,75493,2,
TX,75494,5,
TX,75495,4,
TX,75496,4,
TX,75497,4,
TX,75501,7,
TX,75503,6,
TX,75550,2,
TX,75551,6,
TX,75554,2,
TX,75555,2,
TX,75558,2,
TX,75559,4,
TX,75560,2,
TX,75561,2,
TX,75563,4,
TX,75566,2,
TX,75567,4,
TX,75568,2,
TX,75569,5,
TX,75570,4,
TX,75571,4,
TX,75572,5,
TX,75574,2,
TX,75599,2,
TX,75601,6,
TX,75602,6,
TX,75603,6,
TX,75604,8,
TX,75605,7,
TX,75630,4,
TX,75631,4,
TX,75633,6,
TX,75638,2,
TX,75639,4,
TX,75640,2,
TX,75643,4,
TX,75644,2,
TX,75645,2,
TX,75647,5,
TX,75650,5,
TX,75651,2,
TX,75652,6,
TX,75654,6,
TX,75656,2,
TX,75657,6,
TX,75661,2,
TX,75662,7,
TX,75667,2,
TX,75668,4,
TX,75669,2,
TX,75670,8,
TX,75672,7,
TX,75681,2,
TX,75683,2,
TX,75684,4,
TX,75686,7,
TX,75687,2,
TX,75689,2,
TX,75691,2,
TX,75692,4,
TX,75693,5,
TX,75701,7,
TX,75702,5,
TX,75703,9,
TX,75704,6,
TX,75705,5,
TX,75706,4,
TX,75707,7,
TX,75708,6,
TX,75709,5,
TX,75750,4,
TX,75751,6,
TX,75752,5,
TX,75754,4,
TX,75755,2,
TX,75756,4,
TX,75757,6,
TX,75758,2,
TX,75760,2,
TX,75762,6,
TX,75763,5,
TX,75765,4,
TX,75766,6,
TX,75770,2,
TX,75771,6,
TX,75773,7,
TX,75778,4,
TX,75783,6,
TX,75784,2,
TX,75785,6,
TX,75789,5,
TX,75790,2,
TX,75791,4,
TX,75792,2,
TX,75801,4,
TX,75803,5,
TX,75831,4,
TX,75833,2,
TX,75835,2,
TX,75838,2,
TX,75839,2,
TX,75840,4,
TX,75844,2,
TX,75845,2,
TX,75846,4,
TX,75847,2,
TX,75850,2,
TX,75851,2,
TX,75852,2,
TX,75853,2,
TX,75855,2,
TX,75859,4,
TX,75860,4,
TX,75861,2,
TX,75862,4,
TX,75901,6,
TX,75904,6,
TX,75925,2,
TX,75926,2,
TX,75928,2,
TX,75929,2,
TX,75930,2,
TX,75931,2,
TX,75932,2,
TX,75933,2,
TX,75935,4,
TX,75936,2,
TX,75937,2,
TX,75938,2,
TX,75939,4,
TX,75941,5,
TX,75943,2,
TX,75946,4,
TX,75948,2,
TX,75949,4,
TX,75951,5,
TX,75954,2,
TX,75956,4,
TX,75959,2,
TX,75960,2,
TX,75961,6,
TX,75962,2,
TX,75964,5,
TX,75965,5,
TX,75966,2,
TX,75968,2,
TX,75969,2,
TX,75972,2,
TX,75973,2,
TX,75974,2,
TX,75975,2,
TX,75977,2,
TX,75979,4,
TX,75980,2,
TX,76001,9,
TX,76002,8,
TX,76006,11,
TX,76008,12,
TX,76009,7,
TX,76010,11,
TX,76011,12,
TX,76012,10,
TX,76013,12,
TX,76014,9,
TX,76015,12,
TX,76016,10,
TX,76017,12,
TX,76018,13,
TX,76019,2,
TX,76020,7,
TX,76021,12,
TX,76022,8,
TX,76023,2,
TX,76028,12,
TX,76031,10,
TX,76033,7,
TX,76034,11,
TX,76035,2,
TX,76036,8,
TX,76039,12,
TX,76040,14,
TX,76043,6,
TX,76044,2,
TX,76048,6,
TX,76049,6,
TX,76050,2,
TX,76051,12,
TX,76052,7,
TX,76053,13,
TX,76054,9,
TX,76055,5,
TX,76058,5,
TX,76059,6,
TX,76060,11,
TX,76063,9,
TX,76064,2,
TX,76065,7,
TX,76066,4,
TX,76067,7,
TX,76070,2,
TX,76071,4,
TX,76073,4,
TX,76077,2,
TX,76078,4,
TX,76082,4,
TX,76084,5,
TX,76085,6,
TX,76086,9,
TX,76087,10,
TX,76088,7,
TX,76092,13,
TX,76093,2,
TX,76102,16,
TX,76103,8,
TX,76104,10,
TX,76105,9,
TX,76106,12,
TX,76107,14,
TX,76108,8,
TX,76109,12,
TX,76110,11,
TX,76111,11,
TX,76112,13,
TX,76114,8,
TX,76115,11,
TX,76116,14,
TX,76117,11,
TX,76118,14,
TX,76119,11,
TX,76120,6,
TX,76122,2,
TX,76123,5,
TX,76126,8,
TX,76127,2,
TX,76131,13,
TX,76132,12,
TX,76133,13,
TX,76134,10,
TX,76135,8,
TX,76137,12,
TX,76140,11,
TX,76148,11,
TX,76155,7,
TX,76177,8,
TX,76179,13,
TX,76180,13,
TX,76201,13,
TX,76205,11,
TX,76207,8,
TX,76208,7,
TX,76209,6,
TX,76210,8,
TX,76225,5,
TX,76226,5,
TX,76227,9,
TX,76228,2,
TX,76230,6,
TX,76233,2,
TX,76234,5,
TX,76238,2,
TX,76239,2,
TX,76240,8,
TX,76245,2,
TX,76247,8,
TX,76248,11,
TX,76249,4,
TX,76250,2,
TX,76251,2,
TX,76252,2,
TX,76255,4,
TX,76258,6,
TX,76259,4,
TX,76262,12,
TX,76263,2,
TX,76264,5,
TX,76265,4,
TX,76266,5,
TX,76270,2,
TX,76271,2,
TX,76272,6,
TX,76273,7,
TX,76301,8,
TX,76302,6,
TX,76305,6,
TX,76306,7,
TX,76308,7,
TX,76309,6,
TX,76310,7,
TX,76311,2,
TX,76351,2,
TX,76354,5,
TX,76357,2,
TX,76360,2,
TX,76363,2,
TX,76364,2,
TX,76365,6,
TX,76366,4,
TX,76367,6,
TX,76371,4,
TX,76373,2,
TX,76374,2,
TX,76379,2,
TX,76380,4,
TX,76384,5,
TX,76401,7,
TX,76402,2,
TX,76424,4,
TX,76426,5,
TX,76427,2,
TX,76430,4,
TX,76431,4,
TX,76432,2,
TX,76433,2,
TX,76435,2,
TX,76436,2,
TX,76437,2,
TX,76442,2,
TX,76443,2,
TX,76444,2,
TX,76445,2,
TX,76446,4,
TX,76448,5,
TX,76449,5,
TX,76450,4,
TX,76453,2,
TX,76454,2,
TX,76455,2,
TX,76457,4,
TX,76458,4,
TX,76459,2,
TX,76460,2,
TX,76462,4,
TX,76463,2,
TX,76464,2,
TX,76470,2,
TX,76471,2,
TX,76472,2,
TX,76475,2,
TX,76476,4,
TX,76484,2,
TX,76486,2,
TX,76487,2,
TX,76490,2,
TX,76501,6,
TX,76502,7,
TX,76504,8,
TX,76511,4,
TX,76513,6,
TX,76518,2,
TX,76519,2,
TX,76520,4,
TX,76522,7,
TX,76523,2,
TX,76524,5,
TX,76525,2,
TX,76527,2,
TX,76528,5,
TX,76530,2,
TX,76531,4,
TX,76534,2,
TX,76537,2,
TX,76538,2,
TX,76539,4,
TX,76541,6,
TX,76542,4,
TX,76543,5,
TX,76544,4,
TX,76548,6,
TX,76549,5,
TX,76550,5,
TX,76554,2,
TX,76556,2,
TX,76557,6,
TX,76559,2,
TX,76561,2,
TX,76566,2,
TX,76567,5,
TX,76569,2,
TX,76570,2,
TX,76571,4,
TX,76574,7,
TX,76577,2,
TX,76578,2,
TX,76579,2,
TX,76621,2,
TX,76622,2,
TX,76624,4,
TX,76626,2,
TX,76627,2,
TX,76629,2,
TX,76630,4,
TX,76632,2,
TX,76633,5,
TX,76634,4,
TX,76635,2,
TX,76636,2,
TX,76637,2,
TX,76638,5,
TX,76639,2,
TX,76640,5,
TX,76641,2,
TX,76642,4,
TX,76643,7,
TX,76645,5,
TX,76648,2,
TX,76649,2,
TX,76651,5,
TX,76652,2,
TX,76653,2,
TX,76655,7,
TX,76656,2,
TX,76657,5,
TX,76660,2,
TX,76661,2,
TX,76664,4,
TX,76665,6,
TX,76666,2,
TX,76667,4,
TX,76670,2,
TX,76671,2,
TX,76673,2,
TX,76676,2,
TX,76678,2,
TX,76679,2,
TX,76680,2,
TX,76681,2,
TX,76682,2,
TX,76687,2,
TX,76689,2,
TX,76690,2,
TX,76691,6,
TX,76692,2,
TX,76693,4,
TX,76701,7,
TX,76704,5,
TX,76705,7,
TX,76706,8,
TX,76707,6,
TX,76708,8,
TX,76710,8,
TX,76711,6,
TX,76712,9,
TX,76801,2,
TX,76802,2,
TX,76821,5,
TX,76823,2,
TX,76825,4,
TX,76827,2,
TX,76831,2,
TX,76832,2,
TX,76834,2,
TX,76836,2,
TX,76837,2,
TX,76844,2,
TX,76845,2,
TX,76849,2,
TX,76852,2,
TX,76853,2,
TX,76854,2,
TX,76856,2,
TX,76857,2,
TX,76858,2,
TX,76859,2,
TX,76861,2,
TX,76862,2,
TX,76864,2,
TX,76865,2,
TX,76866,2,
TX,76869,2,
TX,76870,2,
TX,76871,2,
TX,76872,2,
TX,76873,2,
TX,76874,2,
TX,76875,2,
TX,76877,2,
TX,76878,2,
TX,76880,2,
TX,76882,2,
TX,76883,2,
TX,76885,2,
TX,76887,2,
TX,76890,2,
TX,76901,7,
TX,76903,6,
TX,76904,8,
TX,76905,7,
TX,76908,2,
TX,76909,2,
TX,76930,2,
TX,76932,2,
TX,76933,2,
TX,76934,2,
TX,76935,2,
TX,76936,2,
TX,76937,2,
TX,76940,2,
TX,76941,2,
TX,76943,2,
TX,76945,2,
TX,76949,2,
TX,76950,2,
TX,76951,2,
TX,76955,2,
TX,76957,2,
TX,77002,15,
TX,77003,10,
TX,77004,14,
TX,77005,10,
TX,77006,14,
TX,77007,14,
TX,77008,14,
TX,77009,12,
TX,77010,10,
TX,77011,9,
TX,77012,10,
TX,77013,9,
TX,77014,12,
TX,77015,11,
TX,77016,8,
TX,77017,14,
TX,77018,12,
TX,77019,13,
TX,77020,11,
TX,77021,13,
TX,77022,12,
TX,77023,14,
TX,77024,14,
TX,77025,13,
TX,77026,9,
TX,77027,16,
TX,77028,11,
TX,77029,11,
TX,77030,12,
TX,77031,11,
TX,77032,13,
TX,77033,9,
TX,77034,12,
TX,77035,10,
TX,77036,15,
TX,77037,9,
TX,77038,11,
TX,77039,10,
TX,77040,16,
TX,77041,13,
TX,77042,13,
TX,77043,10,
TX,77044,6,
TX,77045,11,
TX,77046,12,
TX,77047,7,
TX,77048,5,
TX,77049,8,
TX,77050,2,
TX,77051,8,
TX,77053,9,
TX,77054,14,
TX,77055,13,
TX,77056,15,
TX,77057,13,
TX,77058,11,
TX,77059,6,
TX,77060,14,
TX,77061,12,
TX,77062,10,
TX,77063,14,
TX,77064,11,
TX,77065,11,
TX,77066,11,
TX,77067,12,
TX,77068,9,
TX,77069,10,
TX,77070,13,
TX,77071,11,
TX,77072,11,
TX,77073,14,
TX,77074,13,
TX,77075,9,
TX,77076,8,
TX,77077,13,
TX,77078,4,
TX,77079,13,
TX,77080,9,
TX,77081,11,
TX,77082,12,
TX,77083,10,
TX,77084,14,
TX,77085,7,
TX,77086,9,
TX,77087,11,
TX,77088,12,
TX,77089,11,
TX,77090,11,
TX,77091,10,
TX,77092,14,
TX,77093,12,
TX,77094,11,
TX,77095,13,
TX,77096,12,
TX,77098,13,
TX,77099,14,
TX,77301,7,
TX,77302,7,
TX,77303,8,
TX,77304,5,
TX,77306,5,
TX,77316,2,
TX,77318,4,
TX,77320,5,
TX,77327,7,
TX,77328,2,
TX,77331,2,
TX,77335,5,
TX,77336,4,
TX,77338,8,
TX,77339,4,
TX,77340,5,
TX,77345,4,
TX,77346,5,
TX,77351,7,
TX,77354,7,
TX,77355,8,
TX,77356,2,
TX,77357,6,
TX,77358,2,
TX,77359,2,
TX,77360,2,
TX,77362,6,
TX,77363,2,
TX,77364,2,
TX,77365,4,
TX,77371,2,
TX,77372,4,
TX,77373,14,
TX,77375,12,
TX,77377,7,
TX,77378,5,
TX,77379,13,
TX,77380,14,
TX,77381,11,
TX,77382,6,
TX,77384,7,
TX,77385,11,
TX,77386,11,
TX,77388,10,
TX,77389,12,
TX,77396,6,
TX,77401,14,
TX,77414,5,
TX,77417,4,
TX,77418,5,
TX,77419,2,
TX,77420,2,
TX,77422,4,
TX,77423,4,
TX,77426,2,
TX,77429,14,
TX,77430,2,
TX,77432,2,
TX,77433,9,
TX,77434,4,
TX,77435,5,
TX,77437,2,
TX,77441,4,
TX,77442,2,
TX,77444,2,
TX,77445,5,
TX,77447,8,
TX,77449,14,
TX,77450,14,
TX,77455,2,
TX,77457,2,
TX,77458,2,
TX,77459,11,
TX,77461,5,
TX,77465,2,
TX,77469,11,
TX,77471,10,
TX,77474,6,
TX,77477,14,
TX,77478,12,
TX,77479,9,
TX,77480,5,
TX,77482,4,
TX,77483,2,
TX,77484,7,
TX,77485,5,
TX,77486,5,
TX,77488,6,
TX,77489,9,
TX,77493,7,
TX,77494,6,
TX,77502,12,
TX,77503,9,
TX,77504,10,
TX,77505,11,
TX,77506,12,
TX,77507,4,
TX,77510,2,
TX,77511,8,
TX,77514,2,
TX,77515,5,
TX,77517,2,
TX,77518,2,
TX,77519,2,
TX,77520,8,
TX,77521,6,
TX,77530,9,
TX,77531,6,
TX,77532,6,
TX,77534,4,
TX,77535,7,
TX,77536,8,
TX,77538,2,
TX,77539,7,
TX,77541,5,
TX,77545,6,
TX,77546,9,
TX,77547,7,
TX,77550,5,
TX,77551,5,
TX,77554,5,
TX,77560,2,
TX,77562,2,
TX,77563,4,
TX,77564,2,
TX,77565,5,
TX,77566,6,
TX,77568,5,
TX,77571,12,
TX,77573,11,
TX,77575,7,
TX,77577,2,
TX,77578,6,
TX,77581,9,
TX,77583,5,
TX,77584,11,
TX,77585,2,
TX,77586,10,
TX,77587,11,
TX,77590,6,
TX,77591,5,
TX,77597,2,
TX,77598,10,
TX,77611,5,
TX,77612,4,
TX,77614,4,
TX,77616,2,
TX,77619,6,
TX,77622,2,
TX,77624,2,
TX,77625,2,
TX,77627,9,
TX,77630,6,
TX,77632,5,
TX,77640,7,
TX,77642,8,
TX,77650,4,
TX,77651,5,
TX,77656,5,
TX,77657,2,
TX,77659,2,
TX,77660,2,
TX,77662,7,
TX,77664,2,
TX,77665,2,
TX,77701,6,
TX,77702,5,
TX,77703,5,
TX,77705,8,
TX,77706,7,
TX,77707,8,
TX,77708,7,
TX,77713,5,
TX,77801,4,
TX,77802,6,
TX,77803,5,
TX,77807,2,
TX,77808,7,
TX,77830,2,
TX,77831,2,
TX,77833,6,
TX,77835,2,
TX,77836,4,
TX,77837,2,
TX,77840,8,
TX,77843,2,
TX,77845,8,
TX,77850,2,
TX,77853,2,
TX,77856,4,
TX,77859,4,
TX,77861,2,
TX,77864,4,
TX,77865,2,
TX,77868,5,
TX,77871,2,
TX,77872,2,
TX,77873,2,
TX,77879,2,
TX,77880,2,
TX,77901,8,
TX,77904,6,
TX,77905,7,
TX,77951,2,
TX,77954,4,
TX,77957,4,
TX,77962,2,
TX,77963,4,
TX,77964,7,
TX,77968,2,
TX,77971,4,
TX,77974,2,
TX,77975,4,
TX,77979,2,
TX,77982,2,
TX,77983,2,
TX,77984,2,
TX,77990,2,
TX,77995,5,
TX,78002,6,
TX,78003,5,
TX,78004,2,
TX,78005,4,
TX,78006,7,
TX,78007,2,
TX,78008,2,
TX,78009,4,
TX,78010,2,
TX,78011,2,
TX,78013,4,
TX,78014,6,
TX,78015,6,
TX,78016,4,
TX,78017,2,
TX,78019,2,
TX,78021,2,
TX,78022,5,
TX,78023,8,
TX,78024,2,
TX,78025,2,
TX,78026,2,
TX,78027,2,
TX,78028,7,
TX,78039,2,
TX,78040,8,
TX,78041,7,
TX,78043,5,
TX,78045,6,
TX,78046,5,
TX,78052,5,
TX,78055,2,
TX,78056,2,
TX,78057,2,
TX,78058,2,
TX,78059,4,
TX,78061,5,
TX,78063,4,
TX,78064,4,
TX,78065,6,
TX,78066,4,
TX,78067,2,
TX,78069,2,
TX,78070,2,
TX,78071,2,
TX,78072,2,
TX,78073,6,
TX,78076,4,
TX,78101,5,
TX,78102,6,
TX,78108,6,
TX,78109,8,
TX,78112,6,
TX,78113,2,
TX,78114,4,
TX,78116,2,
TX,78118,2,
TX,78119,5,
TX,78121,4,
TX,78122,2,
TX,78123,2,
TX,78124,5,
TX,78130,11,
TX,78132,8,
TX,78133,4,
TX,78140,4,
TX,78141,2,
TX,78147,2,
TX,78148,9,
TX,78150,2,
TX,78151,2,
TX,78152,6,
TX,78154,8,
TX,78155,7,
TX,78159,2,
TX,78160,2,
TX,78161,2,
TX,78163,4,
TX,78164,5,
TX,78201,10,
TX,78202,7,
TX,78203,5,
TX,78204,9,
TX,78205,12,
TX,78207,11,
TX,78208,8,
TX,78209,11,
TX,78210,7,
TX,78211,6,
TX,78212,11,
TX,78213,9,
TX,78214,6,
TX,78215,9,
TX,78216,10,
TX,78217,11,
TX,78218,11,
TX,78219,11,
TX,78220,8,
TX,78221,7,
TX,78222,7,
TX,78223,7,
TX,78224,8,
TX,78225,7,
TX,78226,5,
TX,78227,11,
TX,78228,8,
TX,78229,11,
TX,78230,10,
TX,78231,9,
TX,78232,11,
TX,78233,11,
TX,78234,2,
TX,78235,2,
TX,78236,2,
TX,78237,7,
TX,78238,10,
TX,78239,9,
TX,78240,12,
TX,78242,6,
TX,78244,9,
TX,78245,8,
TX,78247,7,
TX,78248,7,
TX,78249,11,
TX,78250,10,
TX,78251,8,
TX,78252,5,
TX,78253,7,
TX,78254,7,
TX,78255,6,
TX,78256,6,
TX,78257,7,
TX,78258,12,
TX,78259,9,
TX,78260,2,
TX,78261,4,
TX,78263,5,
TX,78264,5,
TX,78266,6,
TX,78332,7,
TX,78336,2,
TX,78338,2,
TX,78340,2,
TX,78343,2,
TX,78344,2,
TX,78349,4,
TX,78353,2,
TX,78355,4,
TX,78357,2,
TX,78361,4,
TX,78362,2,
TX,78363,5,
TX,78368,5,
TX,78369,2,
TX,78370,2,
TX,78372,4,
TX,78373,4,
TX,78374,5,
TX,78375,2,
TX,78376,2,
TX,78377,2,
TX,78379,2,
TX,78380,2,
TX,78382,7,
TX,78383,2,
TX,78384,2,
TX,78385,2,
TX,78387,5,
TX,78389,2,
TX,78390,2,
TX,78391,2,
TX,78393,2,
TX,78401,10,
TX,78402,6,
TX,78404,7,
TX,78405,6,
TX,78406,2,
TX,78407,4,
TX,78408,7,
TX,78409,6,
TX,78410,6,
TX,78411,10,
TX,78412,10,
TX,78413,8,
TX,78414,7,
TX,78415,10,
TX,78416,8,
TX,78417,6,
TX,78418,9,
TX,78419,4,
TX,78501,12,
TX,78503,8,
TX,78504,8,
TX,78516,6,
TX,78520,9,
TX,78521,10,
TX,78526,7,
TX,78536,2,
TX,78537,7,
TX,78538,4,
TX,78539,9,
TX,78541,5,
TX,78548,2,
TX,78549,2,
TX,78550,9,
TX,78552,8,
TX,78557,6,
TX,78559,2,
TX,78560,2,
TX,78563,2,
TX,78566,2,
TX,78569,2,
TX,78570,6,
TX,78572,10,
TX,78574,2,
TX,78575,5,
TX,78577,8,
TX,78578,6,
TX,78580,4,
TX,78582,6,
TX,78583,4,
TX,78584,4,
TX,78586,6,
TX,78588,2,
TX,78589,6,
TX,78590,2,
TX,78591,2,
TX,78593,2,
TX,78594,2,
TX,78595,2,
TX,78596,7,
TX,78597,4,
TX,78598,2,
TX,78602,6,
TX,78605,2,
TX,78606,4,
TX,78607,2,
TX,78608,2,
TX,78609,2,
TX,78610,5,
TX,78611,4,
TX,78612,4,
TX,78613,8,
TX,78614,2,
TX,78615,2,
TX,78616,5,
TX,78617,6,
TX,78618,2,
TX,78619,2,
TX,78620,6,
TX,78621,5,
TX,78623,2,
TX,78624,4,
TX,78626,11,
TX,78628,8,
TX,78629,4,
TX,78631,4,
TX,78632,2,
TX,78634,6,
TX,78636,2,
TX,78638,2,
TX,78639,2,
TX,78640,6,
TX,78641,8,
TX,78642,4,
TX,78643,2,
TX,78644,5,
TX,78645,7,
TX,78648,5,
TX,78650,2,
TX,78652,6,
TX,78653,5,
TX,78654,4,
TX,78655,4,
TX,78656,2,
TX,78657,2,
TX,78659,2,
TX,78660,11,
TX,78662,2,
TX,78663,2,
TX,78664,14,
TX,78666,8,
TX,78669,5,
TX,78671,2,
TX,78672,2,
TX,78675,2,
TX,78676,6,
TX,78677,2,
TX,78681,12,
TX,78701,14,
TX,78702,10,
TX,78703,12,
TX,78704,12,
TX,78705,10,
TX,78712,2,
TX,78717,5,
TX,78719,4,
TX,78721,8,
TX,78722,9,
TX,78723,11,
TX,78724,9,
TX,78725,4,
TX,78726,8,
TX,78727,9,
TX,78728,7,
TX,78729,11,
TX,78730,8,
TX,78731,10,
TX,78732,6,
TX,78733,7,
TX,78734,9,
TX,78735,8,
TX,78736,9,
TX,78737,7,
TX,78738,9,
TX,78739,6,
TX,78741,10,
TX,78742,6,
TX,78744,10,
TX,78745,10,
TX,78746,11,
TX,78747,8,
TX,78748,8,
TX,78749,9,
TX,78750,9,
TX,78751,9,
TX,78752,10,
TX,78753,11,
TX,78754,7,
TX,78756,11,
TX,78757,12,
TX,78758,12,
TX,78759,12,
TX,78801,6,
TX,78827,2,
TX,78828,2,
TX,78829,2,
TX,78832,4,
TX,78833,2,
TX,78834,5,
TX,78837,2,
TX,78838,2,
TX,78839,4,
TX,78840,2,
TX,78850,2,
TX,78851,2,
TX,78852,6,
TX,78861,4,
TX,78870,2,
TX,78872,2,
TX,78873,2,
TX,78877,2,
TX,78879,2,
TX,78880,2,
TX,78881,4,
TX,78883,2,
TX,78884,2,
TX,78885,2,
TX,78886,2,
TX,78931,2,
TX,78932,2,
TX,78933,2,
TX,78934,4,
TX,78935,2,
TX,78938,2,
TX,78940,2,
TX,78941,7,
TX,78942,5,
TX,78944,2,
TX,78945,4,
TX,78946,2,
TX,78947,2,
TX,78948,2,
TX,78949,2,
TX,78950,2,
TX,78953,2,
TX,78954,2,
TX,78956,2,
TX,78957,7,
TX,78959,2,
TX,78962,2,
TX,78963,2,
TX,79001,2,
TX,79005,4,
TX,79007,6,
TX,79009,2,
TX,79011,2,
TX,79014,4,
TX,79015,7,
TX,79016,2,
TX,79018,2,
TX,79019,2,
TX,79022,4,
TX,79027,2,
TX,79029,6,
TX,79031,2,
TX,79034,2,
TX,79035,2,
TX,79036,5,
TX,79039,4,
TX,79040,2,
TX,79041,6,
TX,79042,2,
TX,79043,2,
TX,79044,4,
TX,79045,5,
TX,79046,2,
TX,79052,2,
TX,79056,2,
TX,79057,4,
TX,79058,2,
TX,79059,2,
TX,79061,2,
TX,79062,2,
TX,79064,2,
TX,79065,9,
TX,79068,6,
TX,79070,6,
TX,79072,10,
TX,79079,2,
TX,79080,2,
TX,79081,2,
TX,79082,2,
TX,79083,5,
TX,79084,4,
